,batting_team,bowling_team,city,runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
59103,Deccan Chargers,Rajasthan Royals,Nagpur,66,59,3,159,9.1,6.7,0
59104,Chennai Super Kings,Sunrisers Hyderabad,Chennai,100,86,0,159,10.4,7.0,1
59105,Chennai Super Kings,Delhi Daredevils,Delhi,20,25,4,185,10.4,4.8,1
59106,Kings XI Punjab,Sunrisers Hyderabad,Mumbai,132,77,3,201,9.6,10.3,0
59107,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,57,71,2,126,8.4,4.8,1
59108,Mumbai Indians,Kings XI Punjab,Chandigarh,152,98,2,182,8.2,9.3,0
59109,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,67,36,5,186,8.5,11.2,0
59110,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,56,46,5,146,7.3,7.3,0
59111,Delhi Capitals,Lucknow Super Giants,Lucknow,98,43,5,193,7.4,13.7,0
59112,Delhi Capitals,Sunrisers Hyderabad,Mumbai,144,61,4,219,7.6,14.2,0
59113,Chennai Super Kings,Kings XI Punjab,Mumbai,225,124,1,226,-1.5,10.9,0
59114,Delhi Daredevils,Kings XI Punjab,Pune,6,15,4,165,9.1,2.4,1
59115,Mumbai Indians,Royal Challengers Bangalore,Mumbai,158,105,0,199,16.4,9.0,1
59116,Kolkata Knight Riders,Delhi Capitals,Mumbai,127,59,3,228,9.9,12.9,0
59117,Deccan Chargers,Kolkata Knight Riders,Kolkata,88,60,2,181,9.3,8.8,0
59118,Sunrisers Hyderabad,Chennai Super Kings,Chennai,138,69,2,209,8.4,12.0,0
59119,Gujarat Titans,Royal Challengers Bangalore,Mumbai,102,72,2,170,8.5,8.5,1
59120,Royal Challengers Bangalore,Kings XI Punjab,Dharamsala,168,69,4,232,7.5,14.6,0
59121,Delhi Daredevils,Rajasthan Royals,Delhi,16,45,1,129,9.0,2.1,1
59122,Delhi Capitals,Mumbai Indians,Mumbai,138,97,3,177,10.2,8.5,1
59123,Deccan Chargers,Mumbai Indians,Mumbai,116,87,4,172,10.2,8.0,0
59124,Kings XI Punjab,Mumbai Indians,Mumbai,7,6,5,186,9.4,7.0,0
59125,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,111,72,2,201,11.2,9.2,0
59126,Chennai Super Kings,Rajasthan Royals,Chennai,76,66,1,146,7.8,6.9,1
59127,Mumbai Indians,Royal Challengers Bangalore,Bangalore,62,65,1,140,8.5,5.7,1
59128,Mumbai Indians,Royal Challengers Bangalore,Mumbai,19,12,4,201,10.1,9.5,0
59129,Chennai Super Kings,Delhi Capitals,Mumbai,117,57,3,175,5.5,12.3,0
59130,Delhi Capitals,Kolkata Knight Riders,Mumbai,66,72,2,146,10.0,5.5,1
59131,Rajasthan Royals,Kings XI Punjab,Abu Dhabi,137,102,0,185,16.0,8.1,1
59132,Mumbai Indians,Chennai Super Kings,Delhi,179,110,1,192,7.8,9.8,0
59133,Mumbai Indians,Chennai Super Kings,Chennai,89,82,0,158,10.9,6.5,1
59134,Chennai Super Kings,Royal Challengers Bangalore,Chennai,28,67,2,70,4.8,2.5,1
59135,Kolkata Knight Riders,Kings XI Punjab,Kolkata,2,6,7,134,6.9,2.0,0
59136,Deccan Chargers,Kings XI Punjab,Johannesburg,125,118,0,134,27.0,6.4,0
59137,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,140,115,0,150,12.0,7.3,0
59138,Sunrisers Hyderabad,Delhi Daredevils,Delhi,113,75,1,187,9.9,9.0,1
59139,Chennai Super Kings,Mumbai Indians,Chennai,118,99,2,148,8.6,7.2,0
59140,Gujarat Titans,Delhi Capitals,Ahmedabad,76,60,4,130,5.4,7.6,0
59141,Rajasthan Royals,Mumbai Indians,Jaipur,167,116,0,179,18.0,8.6,1
59142,Kolkata Knight Riders,Mumbai Indians,Kolkata,120,111,0,133,8.7,6.5,1
59143,Sunrisers Hyderabad,Delhi Daredevils,Delhi,11,19,1,187,10.5,3.5,1
59144,Delhi Capitals,Sunrisers Hyderabad,Delhi,34,17,6,197,9.5,12.0,0
59145,Chennai Super Kings,Kolkata Knight Riders,Chennai,29,41,2,108,6.0,4.2,1
59146,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,45,44,2,142,7.7,6.1,1
59147,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,107,80,1,163,8.4,8.0,0
59148,Royal Challengers Bangalore,Delhi Daredevils,Delhi,47,16,7,184,7.9,17.6,0
59149,Mumbai Indians,Chennai Super Kings,Mumbai,32,10,6,206,9.5,19.2,0
59150,Sunrisers Hyderabad,Chennai Super Kings,Chennai,148,82,3,212,10.1,10.8,0
59151,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,65,71,3,147,10.0,5.5,1
59152,Delhi Capitals,Rajasthan Royals,Delhi,49,70,3,115,7.9,4.2,1
59153,Chennai Super Kings,Kolkata Knight Riders,Chennai,145,99,0,202,16.3,8.8,1
59154,Mumbai Indians,Kings XI Punjab,Mumbai,45,26,6,197,9.7,10.4,1
59155,Mumbai Indians,Chennai Super Kings,Chennai,35,64,3,112,8.2,3.3,1
59156,Chennai Super Kings,Kolkata Knight Riders,Chennai,109,105,1,137,11.2,6.2,1
59157,Rajasthan Royals,Kolkata Knight Riders,Kolkata,120,92,1,175,11.8,7.8,1
59158,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,154,111,0,171,11.3,8.3,1
59159,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,156,111,2,175,12.7,8.4,1
59160,Mumbai Indians,Deccan Chargers,Centurion,143,123,0,145,-4.0,7.0,0
59161,Chennai Super Kings,Mumbai Indians,Chennai,99,72,3,148,6.1,8.2,0
59162,Mumbai Indians,Delhi Daredevils,Delhi,47,64,2,95,5.1,4.4,1
59163,Rajasthan Royals,Delhi Capitals,Delhi,63,33,3,221,10.9,11.5,0
59164,Deccan Chargers,Delhi Daredevils,Delhi,81,52,3,194,10.0,9.3,0
59165,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,45,38,3,157,8.2,7.1,0
59166,Rajasthan Royals,Gujarat Titans,Ahmedabad,127,71,3,177,6.1,10.7,1
59167,Kolkata Knight Riders,Chennai Super Kings,Chennai,122,108,2,144,11.0,6.8,1
59168,Sunrisers Hyderabad,Kings XI Punjab,Mumbai,102,112,0,126,18.0,5.5,0
59169,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,138,79,3,190,7.6,10.5,1
59170,Delhi Daredevils,Chennai Super Kings,Abu Dhabi,132,73,4,177,5.7,10.8,0
59171,Deccan Chargers,Rajasthan Royals,Nagpur,151,114,0,159,8.0,7.9,0
59172,Kings XI Punjab,Rajasthan Royals,Jaipur,156,102,0,191,11.7,9.2,0
59173,Rajasthan Royals,Chennai Super Kings,Jaipur,109,83,3,141,5.2,7.9,1
59174,Deccan Chargers,Kings XI Punjab,Johannesburg,119,117,0,134,30.0,6.1,0
59175,Kolkata Knight Riders,Rajasthan Royals,Kolkata,130,122,0,132,-6.0,6.4,1
59176,Kolkata Knight Riders,Rajasthan Royals,Mumbai,135,87,2,199,11.6,9.3,0
59177,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,132,85,2,186,9.3,9.3,0
59178,Deccan Chargers,Kolkata Knight Riders,Johannesburg,120,101,0,160,12.6,7.1,1
59179,Kolkata Knight Riders,Chennai Super Kings,Chennai,105,93,3,144,8.7,6.8,1
59180,Delhi Daredevils,Chennai Super Kings,Chennai,65,51,3,150,7.4,7.6,0
59181,Gujarat Titans,Royal Challengers Bangalore,Mumbai,94,67,2,170,8.6,8.4,1
59182,Gujarat Titans,Sunrisers Hyderabad,Ahmedabad,125,100,1,162,11.1,7.5,1
59183,Mumbai Indians,Chennai Super Kings,Mumbai,20,57,4,97,7.3,2.1,1
59184,Delhi Daredevils,Mumbai Indians,Delhi,9,16,5,176,9.6,3.4,1
59185,Kolkata Knight Riders,Chennai Super Kings,Kolkata,103,91,0,154,10.6,6.8,1
59186,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,52,35,2,138,6.1,8.9,1
59187,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,174,125,0,174,-0.0,8.4,1
59188,Delhi Daredevils,Kings XI Punjab,Pune,30,30,2,165,9.0,6.0,1
59189,Mumbai Indians,Rajasthan Royals,Mumbai,60,32,3,212,10.4,11.2,1
59190,Mumbai Indians,Delhi Daredevils,Delhi,19,11,5,164,8.0,10.4,0
59191,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,136,107,0,167,14.3,7.6,0
59192,Delhi Daredevils,Rajasthan Royals,Jaipur,119,104,2,153,12.8,6.9,0
59193,Kings XI Punjab,Chennai Super Kings,Chandigarh,170,124,0,170,-0.0,8.2,1
59194,Delhi Daredevils,Chennai Super Kings,Raipur,91,90,2,119,5.6,6.1,1
59195,Mumbai Indians,Royal Challengers Bangalore,Mumbai,125,94,1,170,10.4,8.0,1
59196,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,198,115,1,209,13.2,10.3,0
59197,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,126,67,4,190,7.2,11.3,1
59198,Rajasthan Royals,Gujarat Titans,Mumbai,88,53,5,192,9.3,10.0,0
59199,Gujarat Titans,Delhi Capitals,Delhi,153,84,1,224,11.8,10.9,0
59200,Kings XI Punjab,Kolkata Knight Riders,Mumbai,129,103,0,149,7.1,7.5,1
59201,Royal Challengers Bangalore,Delhi Capitals,Dubai,153,107,2,164,5.1,8.6,1
59202,Chennai Super Kings,Delhi Capitals,Visakhapatnam,78,35,5,191,8.0,13.4,0
59203,Royal Challengers Bangalore,Delhi Daredevils,Delhi,164,109,1,191,14.7,9.0,0
59204,Rajasthan Royals,Chennai Super Kings,Jaipur,174,111,0,196,14.7,9.4,0
59205,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,45,22,8,216,10.5,12.3,0
59206,Mumbai Indians,Deccan Chargers,Durban,101,77,1,168,9.3,7.9,0
59207,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,139,81,4,178,6.0,10.3,0
59208,Kings XI Punjab,Chennai Super Kings,Dharamsala,46,56,3,120,6.9,4.9,1
59209,Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,14,12,3,163,8.3,7.0,1
59210,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,14,18,1,186,10.1,4.7,1
59211,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,54,41,3,205,11.5,7.9,1
59212,Rajasthan Royals,Kings XI Punjab,Mumbai,83,36,2,223,10.0,13.8,1
59213,Mumbai Indians,Chennai Super Kings,Chennai,27,56,3,112,8.0,2.9,1
59214,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,100,53,4,190,8.1,11.3,1
59215,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,149,101,1,191,13.3,8.9,1
59216,Mumbai Indians,Kolkata Knight Riders,Kolkata,173,115,0,187,16.8,9.0,1
59217,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,153,102,1,189,12.0,9.0,0
59218,Kings XI Punjab,Delhi Daredevils,Delhi,71,89,0,111,7.7,4.8,1
59219,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,58,65,0,154,10.5,5.4,1
59220,Delhi Daredevils,Chennai Super Kings,Raipur,119,125,0,119,-0.0,5.7,1
59221,Chennai Super Kings,Delhi Capitals,Mumbai,148,95,1,175,6.5,9.3,0
59222,Delhi Daredevils,Chennai Super Kings,Chennai,105,47,4,222,9.6,13.4,0
59223,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,61,33,5,207,10.1,11.1,0
59224,Mumbai Indians,Kolkata Knight Riders,Kolkata,31,27,3,159,8.3,6.9,1
59225,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,38,50,4,124,7.4,4.6,1
59226,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,42,34,3,205,11.4,7.4,1
59227,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,14,22,3,115,6.2,3.8,1
59228,Delhi Daredevils,Kings XI Punjab,Chandigarh,40,25,4,181,8.9,9.6,0
59229,Mumbai Indians,Kings XI Punjab,Dharamsala,164,107,1,183,8.8,9.2,0
59230,Rajasthan Royals,Mumbai Indians,Jaipur,156,116,0,167,16.5,8.1,1
59231,Kolkata Knight Riders,Delhi Daredevils,Delhi,121,73,3,186,8.3,9.9,0
59232,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,105,59,2,194,8.8,10.7,0
59233,Chennai Super Kings,Sunrisers Hyderabad,Chennai,158,99,1,175,4.9,9.6,1
59234,Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,133,113,0,146,11.1,7.1,1
59235,Delhi Daredevils,Royal Challengers Bangalore,Delhi,36,13,7,215,10.0,16.6,0
59236,Kings XI Punjab,Deccan Chargers,Hyderabad,144,110,0,164,12.0,7.9,1
59237,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,5,20,4,156,9.1,1.5,1
59238,Kolkata Knight Riders,Mumbai Indians,Mumbai,88,62,2,181,9.6,8.5,0
59239,Kolkata Knight Riders,Mumbai Indians,East London,98,75,2,148,6.7,7.8,0
59240,Deccan Chargers,Kolkata Knight Riders,Johannesburg,160,124,0,160,-0.0,7.7,1
59241,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,165,101,2,201,11.4,9.8,0
59242,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,68,64,3,128,6.4,6.4,1
59243,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,16,25,1,149,8.4,3.8,1
59244,Delhi Daredevils,Deccan Chargers,Cuttack,123,91,1,171,9.9,8.1,0
59245,Mumbai Indians,Chennai Super Kings,Pune,108,73,0,169,7.8,8.9,1
59246,Chennai Super Kings,Rajasthan Royals,Kimberley,35,34,2,140,7.3,6.2,1
59247,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,148,93,3,205,12.7,9.5,1
59248,Delhi Daredevils,Mumbai Indians,East London,23,28,2,116,6.1,4.9,1
59249,Sunrisers Hyderabad,Rajasthan Royals,Delhi,173,94,0,220,10.8,11.0,0
59250,Kolkata Knight Riders,Chennai Super Kings,Chennai,134,90,1,190,11.2,8.9,1
59251,Kolkata Knight Riders,Mumbai Indians,Mumbai,137,100,0,171,10.2,8.2,0
59252,Lucknow Super Giants,Rajasthan Royals,Mumbai,93,57,4,165,6.9,9.8,0
59253,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,165,117,0,175,20.0,8.5,0
59254,Mumbai Indians,Kolkata Knight Riders,Mumbai,132,107,0,140,3.7,7.4,0
59255,Rajasthan Royals,Kolkata Knight Riders,Kolkata,80,62,1,169,9.2,7.7,0
59256,Lucknow Super Giants,Gujarat Titans,Ahmedabad,138,75,1,227,11.9,11.0,0
59257,Deccan Chargers,Kings XI Punjab,Dharamsala,17,17,5,174,9.1,6.0,1
59258,Mumbai Indians,Royal Challengers Bangalore,Bangalore,47,33,5,142,6.6,8.5,1
59259,Mumbai Indians,Delhi Daredevils,Delhi,82,62,2,164,8.5,7.9,0
59260,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,69,58,2,175,10.3,7.1,1
59261,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,134,80,1,197,9.4,10.0,1
59262,Mumbai Indians,Chennai Super Kings,Chennai,7,7,7,208,10.7,6.0,0
59263,Kings XI Punjab,Kolkata Knight Riders,Mumbai,116,98,0,149,9.0,7.1,1
59264,Royal Challengers Bangalore,Delhi Capitals,Mumbai,191,119,0,196,30.0,9.6,0
59265,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,179,118,0,198,57.0,9.1,1
59266,Kings XI Punjab,Chennai Super Kings,Chennai,147,92,2,181,7.3,9.6,0
59267,Rajasthan Royals,Kings XI Punjab,Jaipur,148,123,0,153,-10.0,7.2,1
59268,Mumbai Indians,Chennai Super Kings,Mumbai,25,20,4,173,8.9,7.5,1
59269,Kolkata Knight Riders,Kings XI Punjab,Kolkata,107,71,3,174,8.2,9.0,1
59270,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,142,116,0,149,10.5,7.3,0
59271,Delhi Daredevils,Deccan Chargers,Delhi,82,55,3,168,7.9,8.9,0
59272,Delhi Capitals,Kolkata Knight Riders,Kolkata,33,32,2,178,9.9,6.2,1
59273,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,112,64,1,180,7.3,10.5,0
59274,Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,129,121,1,131,-12.0,6.4,1
59275,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,109,90,0,160,10.2,7.3,1
59276,Delhi Daredevils,Kolkata Knight Riders,Kolkata,10,66,2,97,9.7,0.9,1
59277,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,26,34,2,160,9.3,4.6,1
59278,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,161,125,0,161,-0.0,7.7,1
59279,Chennai Super Kings,Delhi Daredevils,Delhi,163,114,0,178,15.0,8.6,1
59280,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,28,46,0,177,12.1,3.7,1
59281,Delhi Daredevils,Deccan Chargers,Delhi,78,51,4,168,7.8,9.2,0
59282,Mumbai Indians,Sunrisers Hyderabad,Mumbai,115,69,0,193,9.2,10.0,0
59283,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,82,45,4,189,8.6,10.9,0
59284,Mumbai Indians,Royal Challengers Bangalore,Mumbai,152,66,2,235,9.2,13.8,0
59285,Rajasthan Royals,Deccan Chargers,Jaipur,120,108,0,140,10.0,6.7,1
59286,Mumbai Indians,Chennai Super Kings,Bangalore,146,102,0,187,13.7,8.6,0
59287,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,56,80,2,120,9.6,4.2,1
59288,Kolkata Knight Riders,Delhi Capitals,Sharjah,60,64,2,127,7.2,5.6,1
59289,Chennai Super Kings,Mumbai Indians,Mumbai,95,75,2,173,10.4,7.6,1
59290,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,177,108,1,195,9.0,9.8,0
59291,Kings XI Punjab,Rajasthan Royals,Durban,85,17,7,211,7.3,30.0,0
59292,Delhi Capitals,Lucknow Super Giants,Mumbai,128,89,2,195,13.0,8.6,0
59293,Rajasthan Royals,Deccan Chargers,Jaipur,194,124,0,196,-3.0,9.4,1
59294,Chennai Super Kings,Royal Challengers Bangalore,Chennai,67,33,3,205,9.5,12.2,1
59295,Rajasthan Royals,Kolkata Knight Riders,Mumbai,78,27,7,191,7.3,17.3,0
59296,Chennai Super Kings,Royal Challengers Bangalore,Chennai,40,45,3,126,6.9,5.3,0
59297,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,167,117,0,177,20.0,8.6,1
59298,Kolkata Knight Riders,Delhi Capitals,Sharjah,85,92,0,135,10.7,5.5,1
59299,Kings XI Punjab,Rajasthan Royals,Chandigarh,176,123,0,177,-2.0,8.6,0
59300,Delhi Daredevils,Rajasthan Royals,Ahmedabad,186,117,0,201,30.0,9.5,0
59301,Kings XI Punjab,Chennai Super Kings,Chandigarh,106,52,2,240,11.8,12.2,0
59302,Lucknow Super Giants,Chennai Super Kings,Chennai,123,61,2,210,8.8,12.1,1
59303,Chennai Super Kings,Delhi Daredevils,Delhi,75,53,2,162,7.8,8.5,0
59304,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,118,69,3,185,7.9,10.3,1
59305,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,135,76,3,190,7.5,10.7,1
59306,Kings XI Punjab,Kolkata Knight Riders,Mumbai,15,26,1,149,8.6,3.5,1
59307,Kings XI Punjab,Mumbai Indians,Visakhapatnam,62,64,1,124,6.6,5.8,1
59308,Chennai Super Kings,Mumbai Indians,Mumbai,76,81,0,183,16.5,5.6,1
59309,Delhi Daredevils,Kings XI Punjab,Dharamsala,45,17,7,170,7.3,15.9,0
59310,Delhi Daredevils,Deccan Chargers,Hyderabad,140,124,0,142,-3.0,6.8,1
59311,Royal Challengers Bangalore,Mumbai Indians,Bangalore,134,74,2,191,7.4,10.9,0
59312,Mumbai Indians,Kings XI Punjab,Indore,81,71,1,198,14.3,6.8,1
59313,Kings XI Punjab,Delhi Capitals,Mumbai,17,32,4,164,10.0,3.2,1
59314,Chennai Super Kings,Mumbai Indians,Abu Dhabi,15,18,4,162,8.6,5.0,1
59315,Kings XI Punjab,Rajasthan Royals,Jaipur,180,121,0,191,-66.0,8.9,0
59316,Kolkata Knight Riders,Rajasthan Royals,Jaipur,54,39,7,144,6.7,8.3,0
59317,Rajasthan Royals,Chennai Super Kings,Chennai,83,57,3,157,7.0,8.7,0
59318,Rajasthan Royals,Kings XI Punjab,Abu Dhabi,154,109,0,185,16.9,8.5,1
59319,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,54,55,3,129,6.9,5.9,0
59320,Rajasthan Royals,Delhi Daredevils,Delhi,75,26,9,188,7.2,17.3,0
59321,Rajasthan Royals,Mumbai Indians,Abu Dhabi,159,85,3,193,5.8,11.2,0
59322,Chennai Super Kings,Delhi Daredevils,Durban,32,28,5,189,10.2,6.9,0
59323,Mumbai Indians,Kings XI Punjab,Centurion,69,79,2,119,7.3,5.2,1
59324,Delhi Capitals,Lucknow Super Giants,Lucknow,99,45,4,193,7.5,13.2,0
59325,Rajasthan Royals,Kings XI Punjab,Jaipur,64,41,2,184,9.1,9.4,0
59326,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,47,33,2,179,9.1,8.5,1
59327,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,33,36,1,154,8.6,5.5,1
59328,Chennai Super Kings,Royal Challengers Bangalore,Chennai,88,55,3,165,7.1,9.6,1
59329,Rajasthan Royals,Deccan Chargers,Jaipur,72,40,3,196,9.3,10.8,1
59330,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,3,19,2,154,9.0,0.9,1
59331,Gujarat Titans,Delhi Capitals,Delhi,199,113,1,224,21.4,10.6,0
59332,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,127,104,0,156,10.9,7.3,1
59333,Mumbai Indians,Kolkata Knight Riders,Kolkata,75,58,3,159,8.1,7.8,1
59334,Delhi Daredevils,Royal Challengers Bangalore,Delhi,108,77,2,161,7.4,8.4,0
59335,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,74,96,0,132,14.5,4.6,1
59336,Delhi Capitals,Sunrisers Hyderabad,Delhi,177,89,2,266,17.2,11.9,0
59337,Mumbai Indians,Kolkata Knight Riders,Mumbai,14,19,5,147,7.9,4.4,1
59338,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,171,64,7,222,5.5,16.0,0
59339,Gujarat Titans,Delhi Capitals,Delhi,118,99,2,162,12.6,7.2,1
59340,Kolkata Knight Riders,Rajasthan Royals,Kolkata,23,26,4,131,6.9,5.3,1
59341,Rajasthan Royals,Chennai Super Kings,Mumbai,0,6,7,163,8.6,0.0,1
59342,Delhi Daredevils,Chennai Super Kings,Chennai,47,51,1,169,10.6,5.5,1
59343,Kolkata Knight Riders,Chennai Super Kings,Mumbai,116,109,0,131,8.2,6.4,1
59344,Royal Challengers Bangalore,Delhi Daredevils,Bangalore,118,75,0,183,8.7,9.4,0
59345,Royal Challengers Bangalore,Delhi Daredevils,Delhi,67,76,2,160,12.7,5.3,1
59346,Mumbai Indians,Delhi Daredevils,Delhi,45,14,7,207,9.2,19.3,0
59347,Delhi Daredevils,Mumbai Indians,Mumbai,24,58,2,92,6.6,2.5,1
59348,Rajasthan Royals,Delhi Daredevils,Centurion,131,113,0,143,10.3,7.0,1
59349,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,143,119,0,154,66.0,7.2,1
59350,Lucknow Super Giants,Chennai Super Kings,Chennai,136,88,1,217,15.2,9.3,0
59351,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,180,95,3,213,7.9,11.4,0
59352,Rajasthan Royals,Sunrisers Hyderabad,Mumbai,133,103,2,158,8.8,7.7,1
59353,Sunrisers Hyderabad,Rajasthan Royals,Pune,137,41,5,210,5.5,20.0,0
59354,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,35,8,5,168,7.1,26.2,0
59355,Royal Challengers Bangalore,Delhi Daredevils,Delhi,0,10,7,160,8.7,0.0,1
59356,Kings XI Punjab,Mumbai Indians,Mumbai,51,36,4,176,8.9,8.5,1
59357,Chennai Super Kings,Kings XI Punjab,Mumbai,57,21,7,226,10.2,16.3,0
59358,Chennai Super Kings,Gujarat Titans,Ahmedabad,219,104,3,231,4.5,12.6,0
59359,Kolkata Knight Riders,Chennai Super Kings,Chennai,49,44,2,139,7.1,6.7,1
59360,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,106,26,7,205,6.3,24.5,0
59361,Sunrisers Hyderabad,Delhi Capitals,Chennai,19,13,7,159,7.9,8.8,0
59362,Mumbai Indians,Kolkata Knight Riders,Kolkata,112,105,1,137,10.0,6.4,1
59363,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,140,74,3,212,9.4,11.4,1
59364,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,118,71,4,185,8.2,10.0,0
59365,Delhi Daredevils,Kings XI Punjab,Delhi,102,96,2,143,10.2,6.4,0
59366,Mumbai Indians,Kolkata Knight Riders,Kolkata,48,35,3,187,9.8,8.2,1
59367,Sunrisers Hyderabad,Gujarat Titans,Ahmedabad,90,47,7,188,8.1,11.5,0
59368,Deccan Chargers,Royal Challengers Bangalore,Bangalore,140,82,1,184,6.9,10.2,1
59369,Mumbai Indians,Kolkata Knight Riders,Mumbai,126,116,0,147,31.5,6.5,1
59370,Mumbai Indians,Delhi Capitals,Mumbai,185,108,0,213,14.0,10.3,0
59371,Rajasthan Royals,Mumbai Indians,Mumbai,69,43,3,197,10.0,9.6,0
59372,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,128,122,0,138,-30.0,6.3,1
59373,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,46,56,1,134,8.2,4.9,1
59374,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,1,21,3,129,7.8,0.3,1
59375,Sunrisers Hyderabad,Delhi Daredevils,Visakhapatnam,121,91,0,167,9.5,8.0,0
59376,Kolkata Knight Riders,Chennai Super Kings,Mumbai,8,22,3,131,7.5,2.2,1
59377,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,93,84,0,160,11.2,6.6,1
59378,Kolkata Knight Riders,Delhi Capitals,Mumbai,181,103,1,215,12.0,10.5,0
59379,Kolkata Knight Riders,Mumbai Indians,Kolkata,156,93,2,182,5.8,10.1,0
59380,Delhi Daredevils,Deccan Chargers,Hyderabad,179,122,1,187,-24.0,8.8,1
59381,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,115,82,3,155,6.3,8.4,1
59382,Delhi Capitals,Mumbai Indians,Mumbai,219,109,0,234,8.2,12.1,0
59383,Sunrisers Hyderabad,Chennai Super Kings,Chennai,146,80,3,212,9.9,11.0,0
59384,Kolkata Knight Riders,Kings XI Punjab,Cuttack,92,89,0,149,11.0,6.2,1
59385,Chennai Super Kings,Kolkata Knight Riders,Chennai,64,58,1,147,8.0,6.6,1
59386,Chennai Super Kings,Rajasthan Royals,Kimberley,6,19,3,140,8.0,1.9,1
59387,Mumbai Indians,Sunrisers Hyderabad,Mumbai,10,17,4,178,9.8,3.5,1
59388,Deccan Chargers,Chennai Super Kings,Mumbai,114,87,2,142,5.1,7.9,0
59389,Lucknow Super Giants,Gujarat Titans,Ahmedabad,121,61,1,227,10.8,11.9,0
59390,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,82,52,3,172,7.9,9.5,0
